ARP-like,4.3293600082,4.3410634995,4.4241399765,4.3559594154,4.4861164093,4.5918812752,4.3243131638,4.2409791946,4.533575058,4.4630527496,4.5530357361,4.4680218697,4.6119117737,4.6973128319,4.6012706757,4.4312229157,4.4502067566,4.372572422,4.5019712448,4.5326547623,4.5571784973,4.6224718094,4.5888009071,4.3672418594,4.5416679382,4.4007959366,4.4501514435,4.4317111969,4.5803747177,4.6216840744,4.5248575211,4.2990655899,4.4744181633,4.2240610123,4.417963028,4.5166525841,4.5815796852,4.5244970322,4.4680900574,4.2986726761,4.1509356499,3.9435019493,4.7004780769,4.5980453491,4.4775075913,4.2429189682,4.0357880592,4.6089162827,4.5954322815,4.5371332169,4.2035489082,4.6078310013,4.4832334518,4.3622612953,4.0945291519,4.0251011848
ATPsyn-d,3.6750102043,3.7785105705,3.5993747711,3.4382076263,3.4566760063,3.6560206413,3.505664587,3.5640020371,3.9760122299,4.0202579498,3.7987155914,3.654807806,3.7138035297,3.775437355,3.8165829182,3.8933885098,4.0309667587,3.9846196175,3.8005847931,3.6654446125,3.6436285973,3.6898522377,3.8081283569,4.0266933441,4.0372180939,3.97382164,3.7252364159,3.5746533871,3.6747250557,3.7450222969,3.8506026268,3.890570879,4.0003786087,3.8709754944,3.7070937157,3.5797963142,3.6459317207,3.6600315571,3.7441945076,3.8634614945,3.9296894074,3.954750061,3.7782537937,3.8798787594,3.9452724457,3.9976127148,3.990776062,3.6851019859,3.8624224663,3.9294986725,3.9291989803,3.7271542549,3.7944402695,3.9020485878,3.9156503677,4.0014066696
ATPsyn-gamma,3.5832948685,3.4237704277,3.0513877869,2.9504375458,3.1597044468,3.4854264259,3.3294677734,3.4479255676,3.7336056233,3.5146477222,3.1329226494,3.031314373,3.2472977638,3.4261474609,3.5261592865,3.7094569206,3.8477525711,3.5855023861,3.198769331,3.2235693932,3.3689780235,3.4786567688,3.661151886,3.8610122204,3.8907511234,3.5528583527,3.1080083847,3.0997061729,3.3274481297,3.5016129017,3.6358251572,3.8292953968,3.9235086441,3.3263831139,3.1319723129,3.1945202351,3.3653564453,3.4309892654,3.598253727,3.7073745728,3.832877636,3.81610322,3.5859103203,3.7626287937,3.8647656441,3.9058029652,3.8783011437,3.5411031246,3.7615537643,3.8564777374,3.8560674191,3.5182945728,3.6693747044,3.8289167881,3.8532922268,3.8949122429
Aac11,3.252717495,3.4963841438,3.7941346169,3.6526048183,3.5898602009,3.6017150879,3.2794623375,3.258728981,3.4061224461,3.8115122318,3.9331994057,3.7988789082,3.6876244545,3.6913769245,3.5266904831,3.4789953232,3.4001331329,3.7344450951,3.9781322479,3.8642191887,3.7035450935,3.4871993065,3.5122008324,3.3313016892,3.5402116776,3.8236556053,3.9339895248,3.7118022442,3.793885231,3.6970658302,3.5376021862,3.253390789,3.50978899,3.5638606548,3.9297246933,3.8883266449,3.8054065704,3.5436205864,3.3977906704,3.3113069534,3.1854264736,3.1327168942,3.87489748,3.6125142574,3.5579302311,3.3719062805,3.1944394112,3.7022809982,3.6082286835,3.5498223305,3.2976617813,3.6145915985,3.4605441093,3.4182024002,3.1722764969,3.1822934151
Aats-ala,3.9729919434,3.1027438641,3.3436851502,3.2833099365,3.4383509159,3.7014625073,3.4895672798,3.5357012749,4.1867747307,3.3506731987,3.4663057327,3.3608136177,3.5806922913,3.704914093,3.7336130142,3.7961812019,4.1352000237,3.2877907753,3.4951381683,3.4844789505,3.6100225449,3.6237769127,3.7906918526,3.7236061096,4.25756073,3.3336553574,3.3880729675,3.3614811897,3.6089782715,3.7166996002,3.7186799049,3.7147731781,4.2258195877,3.3567528725,3.4531135559,3.5117599964,3.6755037308,3.6482181549,3.7003931999,3.6250920296,3.4881165028,3.1647834778,3.8768949509,3.8668215275,3.8972814083,3.6531026363,3.2549557686,3.7724680901,3.8773860931,3.9149870873,3.6075921059,3.7388637066,3.7449197769,3.7621965408,3.4173932076,3.2252721787
Aats-ala-m,3.0411200523,2.2424559593,2.0472860336,1.9169433117,2.2734827995,2.4706604481,2.2948389053,2.2889688015,3.1743888855,2.3498871326,2.0788412094,1.8805314302,2.3526716232,2.4787364006,2.4957284927,2.5108451843,3.2180395126,2.4212579727,2.1950631142,2.2041106224,2.371694088,2.4097020626,2.5650911331,2.5451509953,3.2487149239,2.3949041367,2.0291938782,2.0427861214,2.3442072868,2.5360946655,2.4555797577,2.4594352245,3.2750315666,2.3687908649,2.1447558403,2.1321201325,2.4311068058,2.4115099907,2.4686729908,2.4022388458,2.3801212311,2.2439508438,2.6419770718,2.606294632,2.6072874069,2.5276691914,2.3230729103,2.529522419,2.5999839306,2.6118893623,2.4121596813,2.557554245,2.5133240223,2.5343875885,2.3831157684,2.3313140869
Aats-arg,3.8238763809,3.0342173576,3.3947944641,3.336950779,3.4313280582,3.6116633415,3.3201503754,3.3028008938,4.0663490295,3.2120418549,3.5706748962,3.4508757591,3.6309580803,3.6724476814,3.5900697708,3.5862054825,3.9922280312,3.2333078384,3.5868630409,3.6074886322,3.6530871391,3.640335083,3.6597056389,3.5602543354,4.0808982849,3.2429766655,3.4892306328,3.457092762,3.6430914402,3.6737747192,3.5484220982,3.521422863,4.0939493179,3.2311635017,3.516089201,3.5916955471,3.6415667534,3.5749385357,3.527235508,3.434381485,3.4105296135,3.2799954414,3.8066999912,3.6626629829,3.635961771,3.4977736473,3.3540849686,3.6882977486,3.6668643951,3.6495707035,3.4505934715,3.6369056702,3.5591032505,3.5343308449,3.3866567612,3.3775179386
Aats-asp,3.9187560082,3.1296219826,3.242667675,3.2624428272,3.493701458,3.6569113731,3.4585852623,3.4599671364,4.0090417862,3.2346320152,3.2556898594,3.2793445587,3.4984354973,3.6376070976,3.6209506989,3.6466023922,4.0551609993,3.2884504795,3.3799211979,3.4982047081,3.6099119186,3.5853500366,3.7225131989,3.6666224003,4.1539759636,3.255846262,3.2799508572,3.3696196079,3.6321187019,3.7028136253,3.6619029045,3.6296181679,4.1356058121,3.1305804253,3.2334308624,3.4556107521,3.6247091293,3.5583217144,3.5910720825,3.5342297554,3.5578610897,3.4679648876,3.8252000809,3.7629957199,3.7323043346,3.6492521763,3.5670232773,3.7173001766,3.7698225975,3.7502512932,3.5762104988,3.6353392601,3.6400547028,3.6438069344,3.5671446323,3.5665311813
Aats-cys,3.7451879978,2.7769677639,2.9276771545,2.8500840664,2.998336792,3.1781332493,2.9735627174,2.9873766899,3.9462666512,2.9736611843,3.0403931141,2.9439139366,3.1414601803,3.1948606968,3.2103967667,3.2740976811,3.9296841621,2.9274332523,3.0454068184,3.0948557854,3.1399703026,3.1527228355,3.260020256,3.2266311646,4.0433864594,2.9409742355,2.9688789845,2.9790320396,3.1612672806,3.2189435959,3.1938247681,3.2463350296,3.9953780174,3.0101263523,2.9997205734,3.0726685524,3.1810250282,3.1011972427,3.1387088299,3.1210665703,3.1432952881,2.9968616962,3.3331804276,3.3149445057,3.3423953056,3.2376322746,3.1157431603,3.2194213867,3.3162202835,3.3353133202,3.1704297066,3.2086100578,3.2198450565,3.2443542481,3.1243364811,3.0990116596
Aats-gly,3.7677099705,3.1530883312,3.2171978951,3.3329918385,3.4795975685,3.6011838913,3.3898825645,3.3727443218,3.8908331394,3.2966327667,3.2699570656,3.4042987824,3.5716142654,3.6138620377,3.5660867691,3.5495712757,3.9057173729,3.244099617,3.3225111961,3.5143933296,3.5758318901,3.5391421318,3.6147861481,3.54322052,4.0189113617,3.3185772896,3.2304925919,3.3507254124,3.5829839706,3.6695537567,3.5618309975,3.5113744736,3.9586830139,3.1417822838,3.1609740257,3.4555888176,3.6046872139,3.5265440941,3.5117442608,3.4275579453,3.3349494934,3.0715370178,3.8093152046,3.7149729729,3.6999893189,3.5118050575,3.2314682007,3.6775875092,3.6989159584,3.6839971542,3.4321184158,3.656607151,3.5804891586,3.5753612518,3.3288373947,3.1922791004
Aats-ile,3.6837944984,3.6657242775,3.5754542351,3.5690112114,3.5652036667,3.6030824184,3.5287766457,3.4913816452,3.7710795403,3.812628746,3.6032838821,3.7038888931,3.6427884102,3.7330765724,3.6641461849,3.5827288628,3.7000231743,3.7089858055,3.5491085053,3.5279679298,3.4863796234,3.2652168274,3.4265160561,3.3776626587,3.8126122952,3.8100581169,3.5378203392,3.2615542412,3.4155607224,3.3808937073,3.4532930851,3.3527281284,3.8215999603,3.7544426918,3.3958725929,3.2853245735,3.3286283016,3.2354280949,3.2049336433,3.1555671692,3.1099700928,3.1131224632,3.4867630005,3.4222986698,3.3663892746,3.2639427185,3.1634008884,3.3949205875,3.3972678185,3.4026303291,3.2599115372,3.3078007698,3.23366642,3.2852735519,3.1091313362,3.2022662163
Aats-leu,3.3233089447,2.7558815479,2.7799751759,2.6291742325,2.7110006809,2.8253564835,2.7106003761,2.7660007477,3.4076480866,2.8415565491,2.8099491596,2.6032085419,2.7413125038,2.8337278366,2.8214306831,2.8797667027,3.309709549,2.7940387726,2.7791495323,2.7078521252,2.6906681061,2.6791336536,2.8252782822,2.7995696068,3.423589468,2.8753242493,2.7136406899,2.597073555,2.7362928391,2.8086762428,2.764415741,2.7872209549,3.3787226677,2.7886784077,2.825782299,2.7536149025,2.7872204781,2.7568488121,2.7822191715,2.7896358967,2.6953325272,2.6119353771,2.9406299591,2.9264616966,2.9507544041,2.8438410759,2.6934986115,2.8585238457,2.9580709934,2.9632344246,2.7773118019,2.8451375961,2.8253164291,2.8774223328,2.6847884655,2.6976776123
Aats-lys,4.0780715942,3.9854941368,3.7894849777,3.8107004166,3.7574141026,3.7977027893,3.6444883347,3.5573153496,4.2189273834,4.1209087372,3.8487010002,3.9445769787,3.9061751366,3.9233627319,3.81762743,3.685395956,4.159553051,4.0048456192,3.7309279442,3.7527492046,3.6915135384,3.6085038185,3.7235491276,3.6245038509,4.2221050263,4.1037688255,3.7249190807,3.4612560272,3.6206030846,3.6864864826,3.705745697,3.5822951794,4.2423400879,3.9211130142,3.5329720974,3.4340987206,3.5388667584,3.5817389488,3.5411756039,3.4871172905,3.3868582249,3.2290620804,3.7604453564,3.7514469624,3.6697430611,3.5128569603,3.3089091778,3.6613960266,3.7167663574,3.7043099403,3.469388485,3.6712245941,3.5865778923,3.5803325176,3.3524913788,3.329272747
Aats-met,3.4379813671,3.4375860691,3.3212552071,3.277238369,3.2387757301,3.3203310967,3.2692604065,3.2619316578,3.667699337,3.7085952759,3.4571790695,3.5408439636,3.4739279747,3.5043997765,3.5075359345,3.4518208504,3.6378622055,3.6135883331,3.3995730877,3.2896149159,3.2075583935,2.9515128136,3.1763095856,3.2164108753,3.6905686855,3.7061133385,3.3093612194,3.0364894867,3.1488170624,3.0764174461,3.2705554962,3.2372858524,3.6309962273,3.2479691505,3.2570047379,2.961083889,2.9311494827,2.9017386437,2.9662041664,3.0351202488,2.9747633934,2.9214179516,3.1483039856,3.2411735058,3.2192845345,3.1534967423,3.0167498589,3.0303721428,3.1660733223,3.2575781345,3.1449198723,3.0266046524,3.0383644104,3.1800203323,3.0397176743,3.0200636387
Aats-phe,2.973097086,2.5660705566,2.7247948647,2.6400418282,2.9460659027,3.1558718681,2.9062287808,2.9280667305,3.1167087555,2.6976969242,2.8001849651,2.6911258698,3.0481200218,3.2321827412,3.1431741715,3.1213207245,3.1670966148,2.6759061813,2.8546159267,2.8946487904,3.0935151577,3.165040493,3.2026250362,3.1702308655,3.2085952759,2.7256116867,2.7408547401,2.8326280117,3.0166084766,3.3032016754,3.1534609795,3.0860729218,3.1832914352,2.4553437233,2.7839925289,2.8938512802,3.1091337204,3.1509981155,3.1471471787,3.0701594353,3.0374093056,3.0123581886,3.3698754311,3.2823166847,3.246547699,3.2093467712,3.1154956818,3.2693617344,3.2956380844,3.2807722092,3.1095900536,3.2646067143,3.1693184376,3.1749019623,3.062125206,3.1237416267
Aats-ser,3.1067266464,2.4317326546,1.5123490095,1.3871181011,1.934293747,2.5361726284,2.5019087791,2.5089716911,3.2798924446,2.3841824532,1.4882768393,1.4423812628,2.0686194897,2.5594751835,2.6969823837,2.771548748,3.3980658054,2.5242717266,1.562915802,1.4687036276,2.1641073227,2.5035448074,2.7841348648,2.8390469551,3.4369988442,2.4916601181,1.3954372406,1.4821836948,1.9506270886,2.6039690971,2.7836313248,2.7904887199,3.3930709362,2.2725534439,1.3065413237,1.4543263912,2.0408875942,2.5342171192,2.7229673863,2.760661602,2.6976809502,2.4553496838,2.5611884594,2.853228569,2.9302327633,2.8158712387,2.5653171539,2.573618412,2.85765481,2.9205486774,2.7723441124,2.6149947643,2.753428936,2.8212132454,2.6549134255,2.5224990845
Aats-thr,4.0360393524,4.0327477455,3.9333539009,3.9255943298,3.8711564541,3.8256182671,3.626429081,3.5928621292,4.10993433,4.1082029343,3.9303503037,4.0154881477,3.9111437798,3.8689324856,3.7623541355,3.7271928787,4.1369094849,4.0353784561,3.9166941643,3.9180178642,3.8081066608,3.5993344784,3.6940898895,3.7073562145,4.1994333267,4.1386475563,3.8710119724,3.7159402371,3.8043129444,3.7444992065,3.7117762566,3.6701545715,4.1803159714,3.8833827972,3.7378659248,3.7090764046,3.714407444,3.5900015831,3.5781378746,3.5597500801,3.5866155624,3.4676234722,3.8634872437,3.7820630074,3.7715559006,3.7442867756,3.5830378532,3.7242736816,3.7401850224,3.7840714455,3.6568324566,3.6870360375,3.6299977303,3.6867041588,3.632809639,3.5816917419
Aats-tyr,3.4673552513,3.5907564163,3.6029772759,3.4768953323,3.4279260635,3.4762096405,3.3094186783,3.2869672775,3.6340312958,3.7220129967,3.6664366722,3.607480526,3.5627441406,3.5737764835,3.5009894371,3.450776577,3.6452431679,3.6481256485,3.6527438164,3.5161123276,3.4302635193,3.3096585274,3.422873497,3.4185633659,3.6893815994,3.7379331589,3.6036036015,3.3380663395,3.4502837658,3.4105124474,3.3850235939,3.3539440632,3.6858050823,3.3738613129,3.5597901344,3.4096405506,3.3940896988,3.298948288,3.3025093079,3.290954113,3.2959475517,3.2726490498,3.5226464272,3.4831151962,3.4717712402,3.4118566513,3.3250608444,3.4025325775,3.4528121948,3.4633107185,3.3339979649,3.3666107655,3.3378412724,3.3806004524,3.3017430306,3.3370654583
Abi,3.4437232018,3.3444514275,3.4624705315,3.4537479878,3.4680666924,3.3349676132,3.1993837357,3.1818404198,3.4724397659,3.4253745079,3.3804519177,3.4471774101,3.4090099335,3.405282259,3.2865886688,3.1650512219,3.3610749245,3.2670929432,3.3428845406,3.3502788544,3.2911481857,3.1329679489,3.1989545822,3.0317392349,3.4561452866,3.3836350441,3.2210328579,3.2134177685,3.3412828445,3.2553184032,3.1344704628,2.940751791,3.3888177872,3.3237771988,3.1969060898,3.2663559914,3.3144040108,3.1446013451,3.0367910862,2.9694900513,2.8620717526,2.8075950146,3.3699102402,3.2105560303,3.1309833527,3.0127139092,2.8847441673,3.2548308373,3.2015166283,3.161652565,2.9476101399,3.2145981789,3.0699110031,3.0380322933,2.843316555,2.8692932129
Ac78C,2.2798914909,3.4340138435,1.9764089584,1.7865506411,1.6627652645,1.7623217106,2.0862312317,2.3980293274,2.3439154625,3.5650038719,1.9387161732,1.7526352406,1.6589531899,1.6692451239,2.1262030602,2.5538277626,2.6164324284,3.5836815834,1.9991595745,1.7100266218,1.6023391485,1.3344621658,2.0480494499,2.5055027008,2.1658329964,3.6892576218,1.841381669,1.453830719,1.586139679,1.4642591476,2.1142487526,2.5266666412,2.1874916554,3.5154316425,1.9396948814,1.5424854755,1.4306428433,1.5567196608,1.9048863649,2.3881292343,2.6451807022,2.8392467499,1.7163366079,2.2480540276,2.4977092743,2.7590785027,2.931101799,1.5766903162,2.2306313515,2.4573199749,2.6753172875,1.6429445744,2.1882772446,2.5167491436,2.6557650566,2.9699680805
Ace,0.6427755356,0.6369377375,0.6947159171,0.5948289037,0.7331033349,0.937079668,1.0460315943,1.1927266121,0.8084267378,0.8816986084,0.8880006075,0.8549861312,0.8476372361,0.9587492943,1.2158799171,1.4993014336,0.9027652144,0.8236397505,0.8440688849,0.7728736401,0.850975275,0.7290347815,1.1489800215,1.8531394005,0.4292426109,0.4014680982,0.4717770517,0.223542124,0.7767248154,0.793784976,1.0348210335,1.3662105799,0.5734293461,0.5271882415,0.5757437944,0.5421724319,0.7026301026,0.8602884412,1.0391891003,1.1900601387,1.3072861433,1.3962146044,0.8849316239,1.1419188976,1.2717448473,1.3481473923,1.4765543938,0.6751875281,1.2229959965,1.3428068161,1.3297067881,0.9921679497,1.1144235134,1.202172637,1.6045267582,1.4347461462
Acer,3.4348578453,3.6283421516,3.7753219605,3.6101737022,3.542359829,3.6419606209,3.7330405712,3.7102501392,3.5904445648,3.7646944523,3.8381838799,3.665610075,3.5971345902,3.691432476,3.900616169,3.7677781582,3.5773367882,3.7087631226,3.8324275017,3.6941723824,3.5236263275,3.4865469933,3.9050645828,3.6782267094,3.663557291,3.8256139755,3.7558407784,3.5636372566,3.5721082687,3.5800552368,3.8801894188,3.6183753014,3.6357555389,3.510185957,3.7762286663,3.6627674103,3.544314146,3.5471763611,3.8908133507,3.6822290421,3.3902435303,3.2120633125,3.7267332077,4.0524749756,3.9396643639,3.5613670349,3.3143997192,3.635591507,4.0484523773,3.9766857624,3.4976716042,3.6902275085,3.9279417992,3.7918143272,3.3945708275,3.2620344162
Acf1,4.1064033508,3.7318477631,3.8623957634,3.6786694527,3.5246806145,3.4096927643,3.0058476925,2.9651463032,4.1477079392,3.8407597542,3.8243601322,3.691983223,3.526828289,3.3455002308,3.1404197216,3.0192918778,4.1796264648,3.8360631466,3.9757013321,3.8604969978,3.597442627,3.3341259956,3.2186193466,3.0117411614,4.3267526627,3.8917880058,3.8931281567,3.6852686405,3.7158417702,3.4190983772,3.1294922829,3.0536842346,4.2478580475,3.854970932,3.9174640179,3.8390972614,3.6846148968,3.2807748318,3.0234303474,2.918648243,2.8814826012,2.8640229702,3.6418170929,3.200745821,3.1564807892,2.9958126545,2.9362213612,3.4713361263,3.2228412628,3.1907558441,2.9545350075,3.3190984726,3.0739479065,3.0124843121,2.8674788475,2.9535508156
Ack,3.7600650787,3.7274022102,3.5606226921,3.2083034515,3.1534662247,3.109826088,2.8302938938,2.8900544643,3.8795506954,3.8639037609,3.6119213104,3.262304306,3.2106158733,3.171579361,3.0310311317,3.1244699955,3.8385629654,3.8232257366,3.646559,3.3380980492,3.1408991814,3.0582373142,3.0682830811,3.054131031,3.9049940109,3.8801579475,3.5428819656,3.2907335758,3.2803633213,3.1191205978,2.9677882195,3.0690956116,3.8900125027,3.8606595993,3.6058588028,3.3619272709,3.2462153435,3.0149183273,2.8895120621,2.9712655544,3.1013197899,2.9572575092,3.2891430855,3.0763607025,3.1088571549,3.19429636,3.009209156,3.1447291374,3.0990619659,3.073882103,3.1099720001,3.0753238201,2.9522411823,3.0495510101,3.0913181305,3.0155396462
Acox57D-d,3.1648602486,2.4083008766,1.9470832348,1.7407556772,1.7591103315,1.8447933197,1.8781511784,2.039762497,3.3175020218,2.5485754013,1.8842215538,1.8364771605,1.7386534214,1.8215231895,1.9363691807,2.1245331764,3.3243153095,2.5349369049,1.8457324505,1.6857856512,1.5607028008,1.6454398632,1.8819022179,2.0739467144,3.3765611649,2.4460918903,1.6855211258,1.2888176441,1.3329267502,1.5556600094,1.8768224716,1.8690583706,3.3210985661,2.3974432945,1.6005289555,1.4698860645,1.5038639307,1.4719150066,1.8574051857,1.9087793827,1.6277096272,1.60458529,1.7832981348,2.0256409645,2.1485352516,1.8514008522,1.7134703398,1.6565520763,2.00740695,2.1472117901,1.7503556013,1.610503912,1.8960356712,1.9892445803,1.643196106,1.69576478
