1,2
1,4
1,6
1,8
1,10
1,12
1,14
1,16
2,2
2,4
2,6
2,8
2,10
2,12
2,14
2,16
3,2
3,4
3,6
3,8
3,10
3,12
3,14
3,16
4,2
4,4
4,6
4,8
4,10
4,12
4,14
4,16
5,2
5,4
5,6
5,8
5,10
5,12
5,14
5,16
5,18
5,20
6,12
6,14
6,16
6,18
6,20
7,12
7,14
7,16
7,18
8,12
8,14
8,16
8,18
8,20
